0.49 0.0718758
0.99 0.204586
1.49 0.446095
1.99 0.536251
2.49 0.737472
2.99 0.984931
3.49 0.894075
3.99 0.798314
4.49 0.729807
4.99 0.796728
5.49 0.738484
5.99 0.679904
6.49 0.630737
6.99 0.600072
7.49 0.57924
7.99 0.581638
8.49 0.566123
8.99 0.538414
9.49 0.517918
9.99 0.49591
10.49 0.500887
10.99 0.521829
11.49 0.537085
11.99 0.538474
12.49 0.544803
12.99 0.5316
13.49 0.51399
13.99 0.501627
14.49 0.488527
14.99 0.482723
15.49 0.471542
15.99 0.462006
16.49 0.45344
16.99 0.449358
17.49 0.444366
17.99 0.448981
18.49 0.438724
18.99 0.428443
19.49 0.418971
19.99 0.417116
20.49 0.409831
20.99 0.403911
21.49 0.397213
21.99 0.392476
22.49 0.405591
22.99 0.417772
23.49 0.433216
23.99 0.436078
24.49 0.443934
24.99 0.440571
25.49 0.433025
25.99 0.426397
26.49 0.419016
26.99 0.421068
27.49 0.415713
27.99 0.410606
28.49 0.405383
28.99 0.407038
29.49 0.412947
29.99 0.409975
30.49 0.414798
30.99 0.415421
31.49 0.410069
31.99 0.406667
32.49 0.403208
32.99 0.407461
33.49 0.428885
33.99 0.427247
34.49 0.421776
34.99 0.419073
35.49 0.414975
35.99 0.414208
36.49 0.427065
36.99 0.443633
37.49 0.442296
37.99 0.438597
38.49 0.43416
38.99 0.429033
39.49 0.424959
39.99 0.420516
40.49 0.415962
40.99 0.416263
41.49 0.412357
41.99 0.410091
42.49 0.406366
42.99 0.401997
43.49 0.398504
43.99 0.396009
44.49 0.395091
44.99 0.39189
45.49 0.393149
45.99 0.390692
46.49 0.38693
46.99 0.384698
47.49 0.383404
47.99 0.379511
48.49 0.377833
48.99 0.375901
49.49 0.373145
49.99 0.370538
50.49 0.371917
50.99 0.370822
51.49 0.367886
51.99 0.373234
52.49 0.377798
52.99 0.378679
53.49 0.377218
53.99 0.37459
54.49 0.375827
54.99 0.383228
55.49 0.38662
55.99 0.384435
56.49 0.381438
56.99 0.3784
57.49 0.376272
57.99 0.383126
58.49 0.38612
58.99 0.384437
59.49 0.381983
59.99 0.379798
60.49 0.378649
60.99 0.380116
61.49 0.378805
61.99 0.377406
62.49 0.375854
62.99 0.376434
63.49 0.380286
63.99 0.380162
64.49 0.383468
64.99 0.384446
65.49 0.384522
65.99 0.385602
66.49 0.387667
66.99 0.386338
67.49 0.384413
67.99 0.386442
68.49 0.384266
68.99 0.38598
69.49 0.384311
69.99 0.383827
70.49 0.38201
70.99 0.385817
71.49 0.388664
71.99 0.387823
72.49 0.385876
72.99 0.388316
73.49 0.39048
73.99 0.389179
74.49 0.389179
74.99 0.389368
75.49 0.39286
75.99 0.393926
76.49 0.392834
76.99 0.390685
77.49 0.393954
77.99 0.393028
78.49 0.394775
78.99 0.392635
79.49 0.390942
79.99 0.388732
80.49 0.386489
80.99 0.38569
81.49 0.38359
81.99 0.382855
82.49 0.381893
82.99 0.379967
83.49 0.377853
83.99 0.375983
84.49 0.381916
84.99 0.384741
85.49 0.387577
85.99 0.390822
86.49 0.394587
86.99 0.395597
87.49 0.394406
87.99 0.393169
88.49 0.392105
88.99 0.390302
89.49 0.390504
89.99 0.391407
90.49 0.391577
90.99 0.392624
91.49 0.392222
91.99 0.392632
92.49 0.391425
92.99 0.389622
93.49 0.388825
93.99 0.387388
94.49 0.386188
94.99 0.387085
95.49 0.387495
95.99 0.386084
96.49 0.384761
96.99 0.38357
97.49 0.383797
97.99 0.382655
98.49 0.384186
98.99 0.382967
99.49 0.382446
99.99 0.380768
100.49 0.381133
100.99 0.390668
101.49 0.392736
101.99 0.392448
102.49 0.390939
102.99 0.390297
103.49 0.391775
103.99 0.391667
104.49 0.392303
104.99 0.391914
105.49 0.391308
105.99 0.390023
106.49 0.389356
106.99 0.38803
107.49 0.386775
107.99 0.385833
108.49 0.384267
108.99 0.387418
109.49 0.387657
109.99 0.386185
110.49 0.38615
110.99 0.3857
111.49 0.385095
111.99 0.384656
112.49 0.384209
112.99 0.384123
113.49 0.383649
113.99 0.382782
114.49 0.382801
114.99 0.38478
115.49 0.38845
115.99 0.39056
116.49 0.391667
116.99 0.391836
117.49 0.391314
117.99 0.392865
118.49 0.398338
118.99 0.399825
119.49 0.398367
119.99 0.397454
120.49 0.396781
120.99 0.395591
121.49 0.395413
121.99 0.394725
122.49 0.394343
122.99 0.394978
123.49 0.395966
123.99 0.399763
124.49 0.403805
124.99 0.403572
125.49 0.402232
125.99 0.402163
126.49 0.401124
126.99 0.403266
127.49 0.402124
127.99 0.401503
128.49 0.400108
128.99 0.39949
129.49 0.398307
129.99 0.397016
130.49 0.396089
130.99 0.395141
131.49 0.394469
131.99 0.395857
132.49 0.39888
132.99 0.398906
133.49 0.403503
133.99 0.40492
134.49 0.405201
134.99 0.406405
135.49 0.406836
135.99 0.406632
136.49 0.405645
136.99 0.404617
137.49 0.404337
137.99 0.403077
138.49 0.402466
138.99 0.402566
139.49 0.401639
139.99 0.400512
140.49 0.400166
140.99 0.399064
141.49 0.398191
141.99 0.398833
142.49 0.398074
142.99 0.396927
143.49 0.396594
143.99 0.395573
144.49 0.395497
144.99 0.394199
145.49 0.393477
145.99 0.392903
146.49 0.392336
146.99 0.391569
147.49 0.390434
147.99 0.389392
148.49 0.38977
148.99 0.390554
149.49 0.390661
149.99 0.39015
150.49 0.390668
150.99 0.389726
151.49 0.388561
151.99 0.387497
152.49 0.386433
152.99 0.385641
153.49 0.390055
153.99 0.396017
154.49 0.403112
154.99 0.40611
155.49 0.407218
155.99 0.407173
156.49 0.406581
156.99 0.407518
157.49 0.40872
157.99 0.407567
158.49 0.407554
158.99 0.408038
159.49 0.407073
159.99 0.406792
160.49 0.405629
160.99 0.404709
161.49 0.40395
161.99 0.403035
162.49 0.404072
162.99 0.403563
163.49 0.402894
163.99 0.401872
164.49 0.403197
164.99 0.403764
165.49 0.404013
165.99 0.402924
166.49 0.401955
166.99 0.401189
167.49 0.400461
167.99 0.400078
168.49 0.401117
168.99 0.400577
169.49 0.400152
169.99 0.399607
170.49 0.399012
170.99 0.397925
171.49 0.39685
171.99 0.395869
172.49 0.394869
172.99 0.394238
173.49 0.393186
173.99 0.392231
174.49 0.391222
174.99 0.390669
175.49 0.390676
175.99 0.389815
176.49 0.389061
176.99 0.388206
177.49 0.38803
177.99 0.389412
178.49 0.389628
178.99 0.388975
179.49 0.389384
179.99 0.390502
180.49 0.390229
180.99 0.389718
181.49 0.38928
181.99 0.388804
182.49 0.388591
182.99 0.388429
183.49 0.388459
183.99 0.387644
184.49 0.38899
184.99 0.390315
185.49 0.390121
185.99 0.390418
186.49 0.392783
186.99 0.397542
187.49 0.400662
187.99 0.400841
188.49 0.400559
188.99 0.401482
189.49 0.401043
189.99 0.401335
190.49 0.402659
190.99 0.402704
191.49 0.401741
191.99 0.401587
192.49 0.400654
192.99 0.400208
193.49 0.399717
193.99 0.398946
194.49 0.398604
194.99 0.397756
195.49 0.397817
195.99 0.397934
196.49 0.397118
196.99 0.396226
197.49 0.395824
197.99 0.39681
198.49 0.39625
198.99 0.395582
199.49 0.39504
199.99 0.394824
200.49 0.395046
200.99 0.39463
201.49 0.395395
201.99 0.399803
202.49 0.401921
202.99 0.402704
203.49 0.403266
203.99 0.403077
204.49 0.402584
204.99 0.402294
205.49 0.404111
205.99 0.406567
206.49 0.410135
206.99 0.410884
207.49 0.411277
207.99 0.415427
208.49 0.418272
208.99 0.419004
209.49 0.419069
209.99 0.418543
210.49 0.417748
210.99 0.418909
211.49 0.421796
211.99 0.424231
212.49 0.424241
212.99 0.423696
213.49 0.423247
213.99 0.423648
214.49 0.424108
214.99 0.423361
215.49 0.423029
215.99 0.423573
216.49 0.423103
216.99 0.422569
217.49 0.422847
217.99 0.422724
218.49 0.423756
218.99 0.423144
219.49 0.422409
219.99 0.421964
220.49 0.422091
220.99 0.421725
221.49 0.420997
221.99 0.420761
222.49 0.420065
222.99 0.419766
223.49 0.42411
223.99 0.426151
224.49 0.425282
224.99 0.425161
225.49 0.425842
225.99 0.427806
226.49 0.427032
226.99 0.426278
227.49 0.425384
227.99 0.424561
228.49 0.423877
228.99 0.423143
229.49 0.422762
229.99 0.422079
230.49 0.421897
230.99 0.421704
231.49 0.422541
231.99 0.424381
232.49 0.424828
232.99 0.424
233.49 0.423128
233.99 0.422464
234.49 0.422893
234.99 0.426294
235.49 0.429325
235.99 0.429282
236.49 0.428423
236.99 0.427742
237.49 0.426966
237.99 0.428289
238.49 0.429214
238.99 0.429271
239.49 0.430124
239.99 0.429897
240.49 0.429117
240.99 0.428335
241.49 0.429058
241.99 0.429637
242.49 0.431169
242.99 0.432208
243.49 0.432141
243.99 0.432807
