12.0325 0.09
18.0526 0.1
20.6994 0.11
66.379 0.12
70.5333 0.13
73.8997 0.12
76.69 0.13
90.4333 0.14
104.356 0.15
112.203 0.16
118.991 0.17
126.826 0.18
156.42 0.17
158.287 0.18
158.379 0.19
181.608 0.2
183.356 0.19
197.54 0.2
203.853 0.19
205.642 0.2
223.914 0.19
227.65 0.18
227.859 0.19
236.48 0.2
253.076 0.21
253.515 0.22
253.845 0.23
257.726 0.22
264.27 0.21
264.371 0.22
267.617 0.23
273.695 0.22
276.68 0.21
280.139 0.2
282.867 0.21
286.054 0.22
286.962 0.23
288.025 0.24
296.513 0.25
297.161 0.26
303.021 0.27
305.222 0.28
306.045 0.27
317.004 0.28
324.356 0.29
328.899 0.3
334.721 0.31
335.881 0.3
337.985 0.31
343.133 0.3
354.27 0.31
354.888 0.32
359.181 0.33
362.207 0.34
367.543 0.35
368.558 0.34
377.085 0.33
387.572 0.32
391.367 0.33
394.549 0.34
396.144 0.35
398.239 0.36
405.558 0.35
406.32 0.34
417.093 0.33
417.809 0.34
423.34 0.35
423.627 0.34
434.077 0.35
434.518 0.34
438.231 0.35
438.379 0.36
440.543 0.35
441.086 0.34
442.725 0.33
443.257 0.32
444.897 0.31
444.933 0.3
454.185 0.29
456.613 0.28
470.638 0.29
479.331 0.3
480.229 0.29
480.615 0.3
481.61 0.31
483.952 0.32
485.679 0.33
489.659 0.34
496.335 0.35
501.56 0.34
502.132 0.33
503.136 0.32
516.199 0.33
516.777 0.32
527.47 0.33
542.449 0.32
549.599 0.33
552.527 0.34
564.989 0.35
566.194 0.36
571.127 0.35
573.257 0.34
577.002 0.35
578.922 0.36
579.062 0.37
579.497 0.36
580.341 0.37
583.902 0.38
586.283 0.39
586.701 0.4
590.899 0.41
590.975 0.42
592.373 0.41
596.465 0.42
597.709 0.41
599.183 0.4
599.28 0.41
604.513 0.4
605.18 0.39
615.832 0.4
623.42 0.41
630.02 0.42
646.305 0.43
647.556 0.42
651.789 0.41
652.888 0.42
654.836 0.41
657.198 0.42
659.041 0.41
661.052 0.42
667.128 0.41
671.164 0.42
671.197 0.41
681.012 0.4
683.686 0.39
683.923 0.38
688.647 0.39
691.223 0.4
691.885 0.39
703.184 0.38
721.809 0.39
722.454 0.4
733.724 0.41
734.853 0.42
742.645 0.43
749.524 0.42
753.437 0.41
754.06 0.42
757.797 0.41
761.027 0.42
762.221 0.41
767.763 0.4
772.548 0.41
773.012 0.4
778.146 0.39
780.498 0.4
783.148 0.41
785.385 0.42
792.141 0.43
796.694 0.44
798.129 0.43
802.685 0.44
805.829 0.45
820.765 0.44
834.57 0.43
838.434 0.42
842.699 0.41
848.617 0.42
852.843 0.43
853.76 0.44
859.239 0.45
860.799 0.46
863.354 0.47
877.565 0.48
879.41 0.47
880.315 0.46
882.536 0.47
884.127 0.48
884.749 0.49
890.527 0.5
892.451 0.49
899.054 0.5
899.425 0.51
900.44 0.5
901.222 0.49
901.847 0.48
906.963 0.47
915.566 0.46
919.716 0.45
920.203 0.46
929.221 0.47
937.568 0.46
938.742 0.45
940.447 0.44
943.022 0.43
943.745 0.44
944.411 0.45
945.618 0.44
946.594 0.45
947.318 0.46
958.709 0.45
973.3 0.44
979.176 0.43
981.584 0.42
982.774 0.43
987.409 0.44
988.674 0.43
997.613 0.44
1005.02 0.45
1006.32 0.46
1008.31 0.45
1008.69 0.44
1009.55 0.45
1012.71 0.46
1014.8 0.47
1017.78 0.48
1020.31 0.49
1020.45 0.5
1021.6 0.51
1036.46 0.5
1043.17 0.49
1045.31 0.5
1046.79 0.51
1048.27 0.52
1051.69 0.53
1056.29 0.54
1065.21 0.53
1072.91 0.52
1077.32 0.53
1080.83 0.52
1081.6 0.53
1082.81 0.52
1084.04 0.51
1085.79 0.5
1087.07 0.49
1091.68 0.5
1093.63 0.49
1098.48 0.5
1100.43 0.51
1102.44 0.52
1114.1 0.51
1114.84 0.5
1114.9 0.49
1121.44 0.5
1121.46 0.51
1125.1 0.5
1134.4 0.49
1135.93 0.48
1141.27 0.47
1142.47 0.46
1144.3 0.45
1145.3 0.44
1148.22 0.45
1154.59 0.44
1158.03 0.45
1160.44 0.44
1162.59 0.45
1162.61 0.46
1174.19 0.45
1177.21 0.44
1178.96 0.45
1183.88 0.46
1184.48 0.45
1188.43 0.44
1192.69 0.43
1203.24 0.44
1208.66 0.43
1210.14 0.42
1210.18 0.41
1223.91 0.42
1225.02 0.43
1226.27 0.44
1231.74 0.43
1237.06 0.44
1245.12 0.43
1246.6 0.44
1248.92 0.45
1250.23 0.46
1252.17 0.47
1254.88 0.48
1262.2 0.49
1263.93 0.5
1272.75 0.51
1274.93 0.52
1276.75 0.53
1281.75 0.54
1283.32 0.55
1289.15 0.54
1291.03 0.55
1293.01 0.54
1298.78 0.55
1301.91 0.56
1303.42 0.55
1309.9 0.56
1312.94 0.55
